neighborhood,description,space,price,bedrooms,agent,price_inc,address,interior,zip_code
<span>Stadsdeel Centrum</span>,,"122 m²,122 m²","€ 2.850,-,€ 2.850,-",2,,,,Unfurnished,1011 JW Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"70 m²,70 m²","€ 2.000,-,€ 2.000,-",2,,,,Furnished,1016 GJ Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"50 m²,50 m²","€ 2.000,-,€ 2.000,-",2,,,,Furnished,1016 GJ Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"65 m²,65 m²","€ 2.200,-,€ 2.200,-",2,,,,Furnished,1016 GJ Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"115 m²,115 m²","€ 2.375,-,€ 2.375,-",2,,,,Unfurnished,1016 RM Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"115 m²,115 m²","€ 2.375,-,€ 2.375,-",2,,,,Unfurnished,1016 RM Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"140 m²,140 m²","€ 3.250,-,€ 3.250,-",1,,,,Furnished,1016 GK Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"115 m²,115 m²","€ 2.375,-,€ 2.375,-",2,,"exclusive:  Gas, Water, Electricity",,Unfurnished,1016 RM Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"130 m²,130 m²","€ 3.250,-,€ 3.250,-",2,,Quality of public transportation: Good,,Furnished,1016 HM Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"70 m²,70 m²","€ 1.425,-,€ 1.425,-",1,,,,Unfurnished,1011 HE Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"61 m²,61 m²","€ 1.800,-,€ 1.800,-",2,,Bath tub,,Furnished,1016 VT Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"85 m²,85 m²","€ 1.795,-,€ 1.795,-",1,,,,"Furnished,or unfurnished",1016 HR Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"120 m²,120 m²","€ 2.600,-,€ 2.600,-",2,,,,Unfurnished,1016 SV Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"170 m²,170 m²","€ 3.450,-,€ 3.450,-",2,,Price inclusive: Exclusive,,"Furnished,or unfurnished",1016 HN Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"70 m²,70 m²","€ 1.600,-,€ 1.600,-",2,,Storage,,Furnished,1016 RX Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"165 m²,165 m²","€ 3.750,-,€ 3.750,-",2,,Ground floor,,"Furnished,or unfurnished",1016 HN Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"75 m²,75 m²","€ 1.750,-,€ 1.750,-",1,,,,Furnished,1016 TW Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"130 m²,130 m²","€ 3.500,-,€ 3.500,-",2,,,,Furnished,1015 GS Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"111 m²,111 m²","€ 2.100,-,€ 2.100,-",2,,,,Furnished,1015 ZK Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"125 m²,125 m²","€ 3.000,-,€ 3.000,-",2,,,,Furnished,1051 KH Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"85 m²,85 m²","€ 1.700,-,€ 1.700,-",2,,,,Furnished,1016 VG Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"85 m²,85 m²","€ 1.650,-,€ 1.650,-",2,,Construction year: 1911,,Furnished,1016 VG Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"70 m²,70 m²","€ 1.600,-,€ 1.600,-",1,,Parking possibility,,Furnished,1052 KC Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"85 m²,85 m²","€ 2.000,-,€ 2.000,-",2,,,,Furnished,1052 VK Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"60 m²,60 m²","€ 1.500,-,€ 1.500,-",1,,Price inclusive: Exclusive,,Furnished,1051 XW Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"60 m²,60 m²","€ 1.475,-,€ 1.475,-",1,,Ground floor,,Furnished,1052 JR Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"140 m²,140 m²","€ 2.500,-,€ 2.500,-",4,,Quality of public transportation: Average,,Furnished,1052 BV Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"110 m²,110 m²","€ 1.950,-,€ 1.950,-",2,,Parking possibility,,Furnished,1052 DD Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"65 m²,65 m²","€ 1.700,-,€ 1.700,-",2,,,,"Furnished,or unfurnished",1052 KB Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"65 m²,65 m²","€ 1.325,-,€ 1.325,-",1,,,,Unfurnished,1052 GX Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"70 m²,70 m²","€ 1.900,-,€ 1.900,-",2,,Bath tub,,"Furnished,or unfurnished",1052 KB Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"135 m²,135 m²","€ 2.750,-,€ 2.750,-",3,,,,Furnished,1052 JK Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"65 m²,65 m²","€ 1.325,-,€ 1.325,-",1,,,,Unfurnished,1052 GX Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"90 m²,90 m²","€ 1.850,-,€ 1.850,-",2,,Flooring: Wood,,Unfurnished,1051 RJ Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"100 m²,100 m²","€ 2.300,-,€ 2.300,-",3,,Bath tub,,"Furnished,or unfurnished",1051 DC Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"130 m²,130 m²","€ 1.800,-,€ 1.800,-",3,,,,Unfurnished,1052 JN Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"70 m²,70 m²","€ 1.600,-,€ 1.600,-",2,,Parking possibility,,Unfurnished,1052 JL Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"65 m²,65 m²","€ 1.325,-,€ 1.325,-",1,,,,Unfurnished,1052 GX Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"70 m²,70 m²","€ 1.750,-,€ 1.750,-",3,,Price inclusive: Exclusive,,Furnished,1072 BL Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"70 m²,70 m²","€ 1.750,-,€ 1.750,-",3,,Price inclusive: Exclusive,,Furnished,1072 BL Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"80 m²,80 m²","€ 1.400,-,€ 1.400,-",1,,Price inclusive: Service costs,,Furnished,1051 JL Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"65 m²,65 m²","€ 1.550,-,€ 1.550,-",1,,,,Unfurnished,1072 EX Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"95 m²,95 m²","€ 1.975,-,€ 1.975,-",1,,"exclusive:  Gas, Water, Electricity",,"Furnished,or unfurnished",1072 AG Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"95 m²,95 m²","€ 2.300,-,€ 2.300,-",2,,Quality of public transportation: Average,,Unfurnished,1072 AG Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"80 m²,80 m²","€ 2.300,-,€ 2.300,-",2,,,,Furnished,1072 AH Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"150 m²,150 m²","€ 3.000,-,€ 3.000,-",3,,Quality of public transportation: Good,,Unfurnished,1072 AJ Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"80 m²,80 m²","€ 2.100,-,€ 2.100,-",2,,Parking possibility,,Furnished,1072 AM Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"45 m²,45 m²","€ 1.650,-,€ 1.650,-",1,,,,Furnished,1073 XA Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"95 m²,95 m²","€ 2.000,-,€ 2.000,-",2,,,,Furnished,1071 RJ Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"90 m²,90 m²","€ 1.895,-,€ 1.895,-",2,,Construction year: 1930,,Furnished,1071 RJ Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"76 m²,76 m²","€ 2.100,-,€ 2.100,-",2,,,,Unfurnished,1072 AK Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"120 m²,120 m²","€ 2.000,-,€ 2.000,-",2,,,,Furnished,1073 AC Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"85 m²,85 m²","€ 1.850,-,€ 1.850,-",2,,,,Unfurnished,1071 VS Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"80 m²,80 m²","€ 1.900,-,€ 1.900,-",2,,Bath tub,,Furnished,1072 EA Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"70 m²,70 m²","€ 1.810,-,€ 1.810,-",2,,"exclusive:  Gas, Water, Electricity",,Unfurnished,1072 NN Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"45 m²,45 m²","€ 1.500,-,€ 1.500,-",1,,,,Furnished,1072 CR Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"85 m²,85 m²","€ 3.050,-,€ 3.050,-",2,,Swimming pool,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"75 m²,75 m²","€ 1.495,-,€ 1.495,-",2,,,,Shell,1011 SK Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"85 m²,85 m²","€ 1.900,-,€ 1.900,-",2,,Bath tub,,Furnished,1072 BD Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"85 m²,85 m²","€ 2.000,-,€ 2.000,-",2,,,,Furnished,1072 ML Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"85 m²,85 m²","€ 2.800,-,€ 2.800,-",2,,Swimming pool,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"75 m²,75 m²","€ 1.495,-,€ 1.495,-",2,,,,Shell,1011 SK Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"91 m²,91 m²","€ 2.800,-,€ 2.800,-",2,,Quality of public transportation: Good,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"95 m²,95 m²","€ 2.800,-,€ 2.800,-",2,,"exclusive:  Gas, Water, Electricity",,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"130 m²,130 m²","€ 2.500,-,€ 2.500,-",3,,Quality of public transportation: Good,,Furnished,1072 BS Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"90 m²,90 m²","€ 2.750,-,€ 2.750,-",2,,Storage,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"91 m²,91 m²","€ 2.850,-,€ 2.850,-",2,,"exclusive:  Gas, Water, Electricity",,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"91 m²,91 m²","€ 2.950,-,€ 2.950,-",2,,,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"95 m²,95 m²","€ 2.800,-,€ 2.800,-",2,,Construction year: 2014,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"85 m²,85 m²","€ 2.000,-,€ 2.000,-",2,,Construction year: 1930,,Furnished,1072 VJ Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"91 m²,91 m²","€ 3.100,-,€ 3.100,-",2,,Quality of public transportation: Good,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"250 m²,250 m²","€ 4.750,-,€ 4.750,-",3,,Bath tub,,"Furnished,or unfurnished",1072 BC Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"85 m²,85 m²","€ 3.100,-,€ 3.100,-",2,,Garden North ,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"85 m²,85 m²","€ 2.850,-,€ 2.850,-",2,,Garden North ,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"90 m²,90 m²","€ 2.750,-,€ 2.750,-",2,,Parking possibility,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"95 m²,95 m²","€ 3.050,-,€ 3.050,-",2,,Construction year: 2014,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"107 m²,107 m²","€ 2.500,-,€ 2.500,-",2,,Flooring: Tile floor,,Unfurnished,1011 TM Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"90 m²,90 m²","€ 3.785,-,€ 3.785,-",2,,,,Furnished,1011 NA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"90 m²,90 m²","€ 2.000,-,€ 2.000,-",2,,"exclusive:  Gas, Water, Electricity",,Furnished,1011 TZ Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"110 m²,110 m²","€ 2.250,-,€ 2.250,-",3,,Construction year: 1990,,Furnished,1011 MG Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"100 m²,100 m²","€ 2.200,-,€ 2.200,-",3,,,,Unfurnished,1011 TP Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"216 m²,216 m²","€ 4.750,-,€ 4.750,-",3,,Quality of public transportation: Good,,"Furnished,or unfurnished",1015 RA Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"150 m²,150 m²","€ 4.000,-,€ 4.000,-",3,,Garage,,"Furnished,or unfurnished",1054 GP Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"150 m²,150 m²","€ 4.000,-,€ 4.000,-",3,,Garage,,"Furnished,or unfurnished",1054 GP Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"90 m²,90 m²","€ 2.350,-,€ 2.350,-",1,,Storage,,Furnished,1018 GB Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"90 m²,90 m²","€ 2.350,-,€ 2.350,-",1,,Storage,,Furnished,1018 GB Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"216 m²,216 m²","€ 4.750,-,€ 4.750,-",3,,Quality of public transportation: Good,,"Furnished,or unfurnished",1015 RA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"185 m²,185 m²","€ 3.500,-,€ 3.500,-",2,,Bath tub,,"Furnished,or unfurnished",1018 SV Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"75 m²,75 m²","€ 1.325,-,€ 1.325,-",2,,,,Furnished,1033 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"75 m²,75 m²","€ 1.325,-,€ 1.325,-",2,,,,Furnished,1033 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"110 m²,110 m²","€ 2.700,-,€ 2.700,-",2,,Quality of public transportation: Good,,Furnished,1071 BA Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"120 m²,120 m²","€ 1.550,-,€ 1.550,-",3,,Quality of public transportation: Average,,Unfurnished,1067 MT Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"110 m²,110 m²","€ 2.700,-,€ 2.700,-",2,,Quality of public transportation: Good,,Furnished,1071 BA Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"120 m²,120 m²","€ 1.550,-,€ 1.550,-",3,,Quality of public transportation: Average,,Unfurnished,1067 MT Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"115 m²,115 m²","€ 2.500,-,€ 2.500,-",2,,Garage,,Furnished,1019 HD Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"115 m²,115 m²","€ 2.500,-,€ 2.500,-",2,,Garage,,Furnished,1019 HD Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"100 m²,100 m²","€ 1.800,-,€ 1.800,-",2,,Quality of public transportation: Good,,Furnished,1075 TX Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"100 m²,100 m²","€ 1.800,-,€ 1.800,-",2,,Quality of public transportation: Good,,Furnished,1075 TX Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"150 m²,150 m²","€ 4.000,-,€ 4.000,-",3,,Garage,,"Furnished,or unfurnished",1054 GP Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"150 m²,150 m²","€ 4.000,-,€ 4.000,-",3,,Garage,,"Furnished,or unfurnished",1054 GP Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"216 m²,216 m²","€ 4.750,-,€ 4.750,-",3,,Quality of public transportation: Good,,"Furnished,or unfurnished",1015 RA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"90 m²,90 m²","€ 2.350,-,€ 2.350,-",1,,Storage,,Furnished,1018 GB Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"90 m²,90 m²","€ 2.350,-,€ 2.350,-",1,,Storage,,Furnished,1018 GB Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"400 m²,400 m²","€ 1.750,-,€ 1.750,-",8,,,,"Furnished,or unfurnished",1018 EK Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"140 m²,140 m²","€ 2.600,-,€ 2.600,-",2,,Bath tub,,Furnished,1091 RS Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"75 m²,75 m²","€ 1.325,-,€ 1.325,-",2,,,,Furnished,1033 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"75 m²,75 m²","€ 1.325,-,€ 1.325,-",2,,,,Furnished,1033 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"120 m²,120 m²","€ 1.550,-,€ 1.550,-",3,,Quality of public transportation: Average,,Unfurnished,1067 MT Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"110 m²,110 m²","€ 2.700,-,€ 2.700,-",2,,Quality of public transportation: Good,,Furnished,1071 BA Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"120 m²,120 m²","€ 1.550,-,€ 1.550,-",3,,Quality of public transportation: Average,,Unfurnished,1067 MT Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"120 m²,120 m²","€ 1.550,-,€ 1.550,-",3,,Quality of public transportation: Average,,Unfurnished,1067 MT Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"115 m²,115 m²","€ 2.500,-,€ 2.500,-",2,,Garage,,Furnished,1019 HD Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"115 m²,115 m²","€ 2.500,-,€ 2.500,-",2,,Garage,,Furnished,1019 HD Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"100 m²,100 m²","€ 1.800,-,€ 1.800,-",2,,Quality of public transportation: Good,,Furnished,1075 TX Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"128 m²,128 m²","€ 2.500,-,€ 2.500,-",3,,Storage,,"Furnished,or unfurnished",1075 VZ Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"65 m²,65 m²","€ 1.450,-,€ 1.450,-",2,,,,"Furnished,or unfurnished",1058 JZ Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"35 m²,35 m²","€ 1.300,-,€ 1.300,-",1,,,,Furnished,1058 NG Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"110 m²,110 m²","€ 1.500,-,€ 1.500,-",2,,"exclusive:  Gas, Water, Electricity",,Unfurnished,1075 SB Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"110 m²,110 m²","€ 2.500,-,€ 2.500,-",2,,,,Furnished,1075 CS Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"135 m²,135 m²","€ 2.400,-,€ 2.400,-",3,,"inclusive:  exclusive, Gas, Water, Electricity",,Unfurnished,1075 CW Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"60 m²,60 m²","€ 1.350,-,€ 1.350,-",2,,Bath tub,,"Furnished,or unfurnished",1058 ND Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"65 m²,65 m²","€ 1.699,-,€ 1.699,-",1,,Quality of public transportation: Good,,Furnished,1058 HJ Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"90 m²,90 m²","€ 1.950,-,€ 1.950,-",2,,,,Furnished,1075 CC Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"85 m²,85 m²","€ 1.500,-,€ 1.500,-",2,,Quality of public transportation: Good,,Furnished,1075 BS Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"75 m²,75 m²","€ 1.700,-,€ 1.700,-",1,,Quality of public transportation: Average,,Unfurnished,1075 CC Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"85 m²,85 m²","€ 1.700,-,€ 1.700,-",1,,Parking possibility,,"Furnished,or unfurnished",1075 VH Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"100 m²,100 m²","€ 1.800,-,€ 1.800,-",2,,Quality of public transportation: Good,,Furnished,1075 TX Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"80 m²,80 m²","€ 1.995,-,€ 1.995,-",2,,"exclusive:  Gas, Water, Electricity",,"Furnished,or unfurnished",1075 CB Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"80 m²,80 m²","€ 1.995,-,€ 1.995,-",2,,Construction year: 1930,,Furnished,1075 CB Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"100 m²,100 m²","€ 1.800,-,€ 1.800,-",2,,Quality of public transportation: Good,,Furnished,1075 TX Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"110 m²,110 m²","€ 2.100,-,€ 2.100,-",2,,"exclusive:  Gas, Water, Electricity",,"Furnished,or unfurnished",1075 VG Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"100 m²,100 m²","€ 1.800,-,€ 1.800,-",2,,Quality of public transportation: Good,,Furnished,1075 TX Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"115 m²,115 m²","€ 2.500,-,€ 2.500,-",2,,Garage,,Furnished,1019 HD Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"115 m²,115 m²","€ 2.500,-,€ 2.500,-",2,,Garage,,Furnished,1019 HD Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"75 m²,75 m²","€ 1.700,-,€ 1.700,-",1,,,,Furnished,1018 AA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"125 m²,125 m²","€ 2.300,-,€ 2.300,-",2,,,,Furnished,1018 AK Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"101 m²,101 m²","€ 1.850,-,€ 1.850,-",2,,Storage,,Furnished,1018 AK Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"60 m²,60 m²","€ 1.025,-,€ 1.025,-",1,,,,Furnished,1018 ZK Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"60 m²,60 m²","€ 1.250,-,€ 1.250,-",2,,Quality of public transportation: Good,,Furnished,1018 HS Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"80 m²,80 m²","€ 1.500,-,€ 1.500,-",2,,Storage,,Furnished,1018 MX Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"100 m²,100 m²","€ 1.800,-,€ 1.800,-",2,,Quality of public transportation: Good,,Furnished,1075 TX Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"155 m²,155 m²","€ 2.350,-,€ 2.350,-",4,,Price inclusive: Exclusive,,Unfurnished,1018 ZW Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"100 m²,100 m²","€ 1.390,-,€ 1.390,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1019 HM Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"100 m²,100 m²","€ 1.650,-,€ 1.650,-",3,,"exclusive:  Gas, Water, Electricity",,Furnished,1018 ZW Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"100 m²,100 m²","€ 1.270,-,€ 1.270,-",1,,"exclusive:  Gas, Water, Electricity",,Shell,1019 HM Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"113 m²,113 m²","€ 1.155,-,€ 1.155,-",1,,"exclusive:  Gas, Water, Electricity",,Shell,1019 HE Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"120 m²,120 m²","€ 2.750,-,€ 2.750,-",2,,Parking possibility,,Furnished,1019 HM Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"155 m²,155 m²","€ 1.525,-,€ 1.525,-",1,,"exclusive:  Gas, Water, Electricity",,Shell,1019 HE Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"65 m²,65 m²","€ 1.450,-,€ 1.450,-",1,,"exclusive:  Gas, Water, Electricity",,Furnished,1018 PX Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"132 m²,132 m²","€ 1.230,-,€ 1.230,-",1,,"exclusive:  Gas, Water, Electricity",,Shell,1019 HE Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"120 m²,120 m²","€ 1.355,-,€ 1.355,-",1,,"exclusive:  Gas, Water, Electricity",,Shell,1019 HE Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"113 m²,113 m²","€ 2.300,-,€ 2.300,-",2,,"exclusive:  Gas, Water, Electricity",,Furnished,1019 HD Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"96 m²,96 m²","€ 1.245,-,€ 1.245,-",1,,,,Shell,1018 WA Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"120 m²,120 m²","€ 1.550,-,€ 1.550,-",3,,Quality of public transportation: Average,,Unfurnished,1067 MT Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"60 m²,60 m²","€ 1.300,-,€ 1.300,-",1,,Bath tub,,Furnished,1019 HC Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"67 m²,67 m²","€ 1.200,-,€ 1.200,-",2,,,,Furnished,1068 ZE Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"100 m²,100 m²","€ 1.250,-,€ 1.250,-",2,,,,Unfurnished,1068 SL Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"90 m²,90 m²","€ 1.450,-,€ 1.450,-",2,,Parking possibility,,Furnished,1067 ML Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"134 m²,134 m²","€ 1.850,-,€ 1.850,-",4,,Storage,,Furnished,1067 PZ Amsterdam (Noord-Holland)
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
<span>Stadsdeel Nieuw-West</span>,,"90 m²,90 m²","€ 1.350,-,€ 1.350,-",2,,,,Furnished,1067 JS Amsterdam (Noord-Holland)
